Router Name,Country Code,Bandwidth (KB/s),Uptime (Hours),IP Address,Hostname,ORPort,DirPort,Flag - Authority,Flag - Exit,Flag - Fast,Flag - Guard,Flag - Named,Flag - Stable,Flag - Running,Flag - Valid,Flag - V2Dir,Platform,Flag - Hibernating,Flag - Bad Exit,FirstSeen,ASName,ASNumber,ConsensusBandwidth,OrAddress
crabapples,NL,606,284,37.218.240.68,37.218.240.68,9001,None,0,1,1,0,0,1,1,1,0,Tor 0.2.9.9 on Linux,0,0,2017-04-28,LEASEWEB-APAC-HKG-10 Leaseweb Asia Pacific pte. ltd.- HK,133752,1240,None
icanhazfunk,US,606,9,173.230.154.90,linode.d1b.org,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.3.3.9 on Linux,0,0,2014-04-13,LINODE-AP Linode- LLC- US,63949,2540,None
IPreferFreedom,CA,606,34,142.93.67.184,142.93.67.184,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.3.4.8 on Linux,0,0,2018-08-17,DIGITALOCEAN-ASN - DigitalOcean- LLC- US,14061,3870,None
PrivacyBecause01,GB,605,10,86.152.182.175,host86-152-182-175.range86-152.btcentralplus.com,9001,None,0,0,1,0,0,1,1,1,1,Tor 0.2.9.14 on Linux,0,0,2017-02-06,BT-UK-AS BTnet UK Regional network- GB,2856,1300,None
raybold,RU,605,119,158.255.6.242,158.255.6.242,443,80,0,1,1,0,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2015-09-17,NCONNECT-AS- RU,49335,426,None
TheHyperspaceRelay,US,605,136,24.144.147.248,dynamic-acs-24-144-147-248.zoominternet.net,9001,None,0,0,1,1,0,1,1,1,1,Tor 0.3.3.6 on Linux,0,0,2018-06-12,ACS-INTERNET - Armstrong Cable Services- US,27364,3040,None
UK2h0stedt0r,GB,605,409,5.187.21.44,tor-uk2.h0sted.net,443,80,0,0,1,0,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2017-06-10,IOMART-AS- GB,20860,1530,[2001:1b40:2000:c:bad:1ce:babe:44]:443
raspberryITA,IT,604,138,2.225.231.92,2-225-231-92.ip177.fastwebnet.it,9030,None,0,0,1,1,0,1,1,1,1,Tor 0.2.9.16 on Linux,0,0,2018-07-24,FASTWEB- IT,12874,4540,None
FlashSheep,RO,603,297,178.156.202.21,gak21.buyexpress.online,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2017-10-13,HOSTMAZE HOSTMAZE- RO,48874,4670,None
NatStahler,RU,603,161,46.29.164.24,46.29.164.24,443,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.9.16 on Linux,0,0,2018-09-11,ASBAXET- RU,51659,2090,None
TorNull,CA,603,1030,138.197.168.41,138.197.168.41,20,21,0,0,1,0,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2017-09-09,DIGITALOCEAN-ASN - DigitalOcean- LLC- US,14061,3340,[2604:a880:cad:d0::5e2d:d001]:20
PrivRelay507F67D6,NL,602,13,80.127.103.214,a80-127-103-214.adsl.xs4all.nl,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.9.16 on Linux,0,0,2018-08-12,XS4ALL-NL Amsterdam- NL,3265,3210,None
sachyco,CA,602,138,74.12.108.39,toroon63x9w-lp130-04-74-12-108-39.dsl.bell.ca,443,None,0,0,1,0,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2018-07-26,BACOM - Bell Canada- CA,577,3020,None
anonymousByPDH,CA,601,670,64.137.241.173,www.peterdavehello.org,443,21,0,0,1,1,0,1,1,1,1,Tor 0.2.9.15 on Linux,0,0,2018-07-04,CANAD-86-31798 - DataCity- CA,31798,5500,None
kimoi,FI,601,1299,91.221.66.220,mail.prime-pay.ru,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.3.3.9 on Linux,0,0,2015-07-17,CREANOVA-AS Oy Creanova Hosting Solutions Ltd.- FI,51765,2060,None
Mirokko,UA,601,52,95.46.44.213,toka-proj.pp.ua,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.3.4.8 on Linux,0,0,2018-09-19,GMHOST- UA,201094,8430,None
PicaZeman,IT,600,597,94.177.202.224,host224-202-177-94.serverdedicati.aruba.it,9030,None,0,0,1,1,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2018-07-07,ARUBA-ASN- IT,31034,7480,None
anduinExit01,NO,599,2809,31.185.27.203,exit01.tor.anduin.net,443,80,0,1,1,0,0,1,1,1,1,Tor 0.3.2.9 on FreeBSD,0,0,2013-06-27,ASN-CATCHCOM- NO,2116,1250,None
ES1,DE,599,8,134.101.146.75,port-36851.pppoe.wtnet.de,9910,9911,0,0,1,0,0,0,1,1,1,Tor 0.2.9.14 on Linux,0,0,2015-06-04,WTNET-AS- DE,15943,2600,None
anonymousByPDH,CA,597,669,64.137.222.8,64.137.222.8,443,21,0,0,1,1,0,1,1,1,1,Tor 0.2.9.15 on Linux,0,0,2018-07-04,CANAD-86-31798 - DataCity- CA,31798,3260,None
zlovenia,SI,597,446,193.138.52.161,193-138-52-161.dynamic.t-2.net,444,81,0,1,1,0,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2017-09-07,T-2-AS AS set propagated by T-2- d.o.o.- SI,34779,9790,None
theia5,US,596,358,50.7.74.173,50.7.74.173,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2018-07-17,COGENT-174 - Cogent Communications- US,174,3590,[2001:49f0:d002:2::55]:443
uli6gWhFzfEQWhb9002,DE,596,43,91.14.228.241,p5B0EE4F1.dip0.t-ipconnect.de,61002,None,0,0,1,0,0,0,1,1,1,Tor 0.3.3.7 on FreeBSD,0,0,2018-02-04,DTAG Internet service provider operations- DE,3320,2740,None
freedom,AT,594,161,178.189.143.164,178-189-143-164.adsl.highway.telekom.at,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.9.15 on Linux,0,0,2015-11-19,TELEKOM-AT A1 Telekom Austria AG- AT,8447,2840,None
ivitor,NL,594,367,84.83.117.215,ip545375d7.adsl-surfen.hetnet.nl,110,143,0,0,1,0,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2017-02-02,KPN This macro reflects our filtering-policy on- NL,1136,2010,None
TorExit2049,SC,593,165,185.83.215.96,185.83.215.96,9001,9030,0,1,1,0,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2018-07-26,COGENT-174 - Cogent Communications- US,174,1330,None
RunningOnFumes3,DE,592,39,185.175.208.180,185.175.208.180,443,80,0,1,1,0,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2017-01-14,HYDRACOM-AS- GB,200039,2040,None
torrrrr,DE,592,48,5.9.59.78,mail.dr-lotz.de,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.3.5.2-alpha on Linux,0,0,2014-04-08,HETZNER-AS- DE,24940,3760,[2a01:4f8:161:6ffe::11]:9001
abunyasha,RU,590,3777,95.163.252.1,95.163.252.1,18456,None,0,0,1,1,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2017-02-07,MAILRU-AS Mail.Ru- RU,47764,5880,None
SkynetC2,DK,590,1245,78.156.110.135,cryptomail.dk,9090,9091,0,0,1,0,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2018-02-04,ASEMNET- DK,43557,1560,None
AkoulaPi,FR,589,283,86.202.55.91,LFbn-LYO-1-208-91.w86-202.abo.wanadoo.fr,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.15 on Linux,0,0,2018-07-17,AS3215- FR,3215,3170,None
Tinker,SE,589,425,85.229.164.77,c-4da4e555.08-482-73746f70.bbcust.telenor.se,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2018-02-21,TELENOR-NEXTEL Telenor Norge AS- NO,2119,11200,None
theshell,US,588,733,74.115.25.12,tor.theshell.com,443,80,0,1,1,1,0,1,1,1,1,Tor 0.3.3.7 on DragonFly,0,0,2013-02-24,LYONLABS - LyonLabs- LLC- US,47069,1700,None
eltaarts,CZ,587,4150,31.31.74.210,31.31.74.210,443,80,0,0,1,0,0,1,1,1,1,Tor 0.3.2.10 on NetBSD,0,0,2017-12-21,WEDOS- CZ,197019,2220,[2a02:2b88:2:1::5df0:1]:443
duhorg7,US,586,7,207.244.75.198,vps7.duh.org,8080,None,0,0,1,0,0,0,1,1,0,Tor 0.3.3.9 on Linux,0,0,2015-07-24,LEASEWEB-USA-WDC-01 - Leaseweb USA- Inc.- US,30633,3660,None
gulfdriverdan,US,581,1119,162.243.55.203,gulf.driverdan.com,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.3.2.9 on Linux,0,0,2015-10-29,DIGITALOCEAN-ASN - DigitalOcean- LLC- US,14061,2850,None
OffaPoofa,US,581,140,209.95.48.163,209.95.48.163.static.midphase.com,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.3.0.10 on Linux,0,0,2017-08-21,WESTHOST - WestHost- Inc.- US,29854,2910,None
Unnamed,US,581,155,209.141.45.119,mx1.hau-ser.de,443,None,0,0,1,1,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2018-07-03,PONYNET - FranTech Solutions- US,53667,3500,None
cherryjam,DE,580,3914,217.197.91.145,zwiebel.in-berlin.de,443,None,0,0,1,0,0,1,1,1,0,Tor 0.2.5.16 on Linux,0,0,2015-04-10,IN-BERLIN-AS Individual Network Berlin e.V.- DE,29670,3870,None
HuggableHarry,US,580,5180,138.68.253.48,huggableharry.smj10j.net,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.9.14 on Linux,0,0,2016-06-24,DIGITALOCEAN-ASN - DigitalOcean- LLC- US,14061,3320,[2604:a880:2:d0::16cb:3001]:443
rishi,NL,579,843,82.196.3.85,klubmladihsplit.hr,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.9.16 on Linux,0,0,2017-09-29,DIGITALOCEAN-ASN - DigitalOcean- LLC- US,14061,2320,None
UbuntuCore242,IT,579,65,37.119.190.7,net-37-119-190-7.cust.vodafonedsl.it,39521,None,0,0,1,0,0,0,1,1,1,Tor 0.3.2.12 on Linux,0,0,2018-08-20,VODAFONE-IT-ASN- IT,30722,2550,None
RunningOnFumes0,UA,578,545,185.222.202.104,185.222.202.104,443,80,0,1,1,0,0,1,1,1,1,Tor 0.3.2.10 on Linux,0,0,2017-01-16,UVL2-ASN- UA,204725,1490,None
CB3ROB,NL,577,139,185.35.138.92,185-35-138-92.v4.as62454.net,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.3.4.8 on Linux,0,0,2016-04-15,ZYZTM- NL,62454,6010,None
Aquipped,US,576,49,172.245.126.96,172-245-126-96-host.colocrossing.com,443,80,0,0,1,0,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2018-01-07,AS-COLOCROSSING - ColoCrossing- US,36352,3020,None
roemstedt,DE,575,343,79.234.191.77,p4FEABF4D.dip0.t-ipconnect.de,10001,10030,0,0,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2017-07-05,DTAG Internet service provider operations- DE,3320,2570,None
jdcdp,ES,574,116,46.6.4.107,46.6.4.107,9001,None,0,0,1,1,0,1,1,1,1,Tor 0.2.9.15 on Linux,0,0,2018-07-08,AS15704- ES,15704,3400,None
DigitalBrains,NL,572,174,80.127.118.93,tor.digitalbrains.com,80,None,0,0,1,0,0,1,1,1,1,Tor 0.2.9.16 on Linux,0,0,2008-07-13,XS4ALL-NL Amsterdam- NL,3265,2070,[2001:980:a370::8]:80
rem023,SE,571,166,217.78.28.37,4.abacus4.com,9001,None,0,0,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2018-03-15,TELE2- SE,1257,2460,None
darknode3,US,570,62,167.99.61.13,167.99.61.13,9001,9030,0,1,1,0,0,0,1,1,1,Tor 0.3.4.8 on Linux,0,0,2018-09-25,DIGITALOCEAN-ASN - DigitalOcean- LLC- US,14061,2160,None
UbuntuCore242,FR,569,52,92.141.70.115,LFbn-1-8673-115.w92-141.abo.wanadoo.fr,40415,None,0,0,1,0,0,0,1,1,1,Tor 0.3.2.12 on Linux,0,0,2018-09-17,AS3215- FR,3215,3010,None
ghost,SC,568,842,37.228.129.27,37.228.129.27,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.2.10 on FreeBSD,0,0,2018-06-07,FLOKINET- SC,200651,1290,None
seadog007,TW,568,5359,59.127.163.155,59-127-163-155.HINET-IP.hinet.net,9001,9030,0,1,1,0,0,1,1,1,1,Tor 0.3.1.9 on Linux,0,0,2015-06-02,HINET Data Communication Business Group- TW,3462,311,None
Unnamed,CA,568,8064,158.69.247.80,ns538114.ip-158-69-247.net,3126,26756,0,0,1,0,0,1,1,1,1,Tor 0.2.9.12 on Linux,0,0,2017-10-26,OVH- FR,16276,1960,None
brainsalad,US,567,358,72.42.157.155,155-157-42-72.gci.net,2438,9998,0,0,1,1,0,1,1,1,1,Tor 0.3.2.10 on Linux,0,0,2018-06-27,GCI - GENERAL COMMUNICATION- INC.- US,8047,2870,None
lonely2,RU,567,225,212.220.212.56,212.220.212.56,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2018-03-08,ROSTELECOM-AS- RU,12389,2920,None
tor26,AT,566,358,86.59.21.38,tor.noreply.org,443,80,1,0,0,0,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2007-10-27,UTA-AS- AT,8437,20,[2001:858:2:2:aabb:0:563b:1526]:443
TorNullExit1ca,CA,565,264,64.137.223.19,tornullexit1ca.tor.exit.tornull.org,443,80,0,1,1,0,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2018-04-16,CANAD-86-31798 - DataCity- CA,31798,1190,None
rthyz,DE,564,10584,217.20.112.213,217.20.112.213,15435,17182,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2017-07-13,LEASEWEB-DE-FRA-10- DE,28753,1730,None
TorNullExit3ca,CA,564,288,64.137.220.163,tornullexit3ca.tor.exit.tornull.org,443,80,0,1,1,0,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2018-04-16,CANAD-86-31798 - DataCity- CA,31798,1170,None
Atlayo,US,563,44,54.193.108.217,ec2-54-193-108-217.us-west-1.compute.amazonaws.com,9000,None,0,0,1,1,0,1,1,1,1,Tor 0.2.9.14 on Linux,0,0,2018-08-17,AMAZON-02 - Amazon.com- Inc.- US,16509,4640,None
swrelay1,CH,562,122,178.82.60.113,178-82-60-113.dynamic.hispeed.ch,8002,8004,0,0,1,0,0,1,1,1,1,Tor 0.3.4.8 on FreeBSD,0,0,2018-08-16,LGI-UPC formerly known as UPC Broadband Holding B.V.- AT,6830,3340,None
Kostiks,RU,561,328,78.85.212.222,a222.sub212.net78.udm.net,9001,None,0,0,1,1,0,1,1,1,1,Tor 0.2.9.16 on Linux,0,0,2018-07-04,ROSTELECOM-AS- RU,12389,3760,None
SocialismIsGood,N/A,560,914,103.114.162.68,democracy.xjp.tw,2050,None,0,0,1,0,0,0,1,1,0,Tor 0.2.9.16 on Linux,0,0,2018-08-19,AS40676 - Psychz Networks- US,40676,2500,[2402:d0c0:0:131::52cd]:2050
teller,US,560,39,69.164.221.78,teller.krellis.org,443,8080,0,0,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2014-04-18,LINODE-AP Linode- LLC- US,63949,3100,[2600:3c03::f03c:91ff:fe70:357]:443
nocabal,DE,559,8,78.46.53.11,tor.nocabal.de,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2014-07-27,HETZNER-AS- DE,24940,3970,[2a01:4f8:110:12c8::2:9001]:9001
UbuntuCore242,RU,559,3,95.158.228.222,95.158.228.222,37295,None,0,0,1,0,0,0,1,1,1,Tor 0.3.2.12 on Linux,0,0,2018-09-10,ROSTELECOM-AS- RU,12389,2950,None
myarmrelay,ES,558,140,89.128.46.173,89.128.46.173,443,44769,0,0,1,0,0,0,1,1,1,Tor 0.2.9.16 on Linux,0,0,2018-09-15,UNI2-AS- ES,12479,3010,None
mymumisthebest3,SE,557,11,194.236.135.26,194-236-135-26.customer.telia.com,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.3.4.8 on Linux,0,0,2018-01-05,TELIANET-SWEDEN Telia Company- SE,3301,3290,None
NiceCoolRelay236,DE,557,214,94.130.215.49,static.49.215.130.94.clients.your-server.de,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2018-05-21,HETZNER-AS- DE,24940,4520,None
Unnamed,US,557,1008,165.227.216.31,165.227.216.31,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.3.1.9 on Linux,0,0,2017-11-29,DIGITALOCEAN-ASN - DigitalOcean- LLC- US,14061,1990,None
torquera,FR,556,476,88.191.212.33,88.191.212.33,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.9.15 on Linux,0,0,2014-07-22,PROXAD- FR,12322,1250,None
etam,PL,555,34,188.116.56.55,etam-software.eu,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2018-08-12,HITME-AS- PL,50840,3120,None
k2so,FR,555,48,163.172.183.116,116-183-172-163.rev.cloud.scaleway.com,443,80,0,0,1,0,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2016-12-21,AS12876- FR,12876,4440,None
TorRelay,US,555,561,96.58.135.7,096-058-135-007.res.spectrum.com,9001,None,0,0,1,0,0,1,1,1,1,Tor 0.3.1.10 on Linux,0,0,2018-06-14,BHN-TAMPA - BRIGHT HOUSE NETWORKS- LLC- US,33363,2740,None
moonraptor,GB,554,3544,109.74.206.21,blackwall.moonraptor.com,9001,None,0,0,1,0,0,1,1,1,1,Tor 0.2.9.15 on Linux,0,0,2014-05-06,LINODE-AP Linode- LLC- US,63949,2230,None
t0RuniqId001,IT,554,909,80.211.76.120,host120-76-211-80.serverdedicati.aruba.it,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2018-08-20,ARUBA-ASN- IT,31034,7210,None
darknode3,US,553,62,167.99.61.16,167.99.61.16,9001,9030,0,1,1,0,0,0,1,1,1,Tor 0.3.4.8 on Linux,0,0,2018-09-25,DIGITALOCEAN-ASN - DigitalOcean- LLC- US,14061,2030,None
plan9leia,DE,553,3607,213.239.217.68,leia.nethype.de,4433,None,0,0,1,0,0,1,1,1,1,Tor 0.2.9.15 on Linux,0,0,2016-01-06,HETZNER-AS- DE,24940,1220,None
rastrop,FR,553,343,145.239.239.28,ip28.ip-145-239-239.eu,443,None,0,0,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2018-09-06,OVH- FR,16276,4690,None
iloveparis,NL,552,N/A,163.172.215.236,fr.zta.lk,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.3.0.11 on DragonFly,0,0,2017-10-12,AS12876- FR,12876,2200,None
patatje,NL,550,28,94.168.35.70,94-168-35-70.static.v4.ziggozakelijk.nl,443,80,0,1,1,0,0,0,1,1,1,Tor 0.2.9.16 on Linux,0,0,2018-09-20,LGI-UPC formerly known as UPC Broadband Holding B.V.- AT,6830,2310,None
VCVLPQ01SRV04,CA,550,116,69.70.221.254,vcvlpq01srv04.ntwk.highfsb.ca,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2018-02-04,VIDEOTRON - Videotron Telecom Ltee- CA,5769,4380,None
nxaat,DE,549,825,138.201.92.183,hecx20.p.nxa.at,110,None,0,0,1,0,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2014-05-04,HETZNER-AS- DE,24940,1940,[2a01:4f8:c17:3e7e::70a]:443
NYCBUG1,US,546,209,66.111.2.16,nycbug1.nycbug.org,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.4.8 on OpenBSD,0,0,2014-04-18,NYINTERNET - NYI- US,11403,1940,[2610:1c0:0:5::16]:9001
plan9rijk,NL,545,445,194.126.175.157,www.torproject.org,443,None,0,0,1,1,0,1,1,1,1,Tor 0.2.9.15 on Linux,0,0,2016-01-06,SWIFTWAY-AS Netherlands- GB,35017,3050,None
tds0,FR,545,616,163.172.165.196,196-165-172-163.rev.cloud.scaleway.com,443,80,0,0,1,0,0,1,1,1,1,Tor 0.3.2.10 on Linux,0,0,2017-09-23,AS12876- FR,12876,1750,None
permlug69,RU,544,25,95.31.121.190,95-31-121-190.broadband.corbina.ru,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.9.14 on Linux,0,0,2016-11-12,CORBINA-AS OJSC _Vimpelcom_- RU,8402,2130,None
Spejbl,DE,544,9,217.234.143.213,pD9EA8FD5.dip0.t-ipconnect.de,9001,None,0,1,1,0,0,0,1,1,1,Tor 0.3.3.9 on Linux,0,0,2018-01-26,DTAG Internet service provider operations- DE,3320,380,None
anymousetest,US,543,106,73.220.64.97,c-73-220-64-97.hsd1.ca.comcast.net,9001,None,0,0,1,0,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2018-03-09,COMCAST-7922 - Comcast Cable Communications- LLC- US,7922,2210,None
onion,DE,543,529,139.30.255.216,139.30.255.216,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.9.16 on Linux,0,0,2018-08-22,DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.- DE,680,1820,None
nightie,BG,541,38,130.185.250.3,130.185.250.3,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.3.10 on Linux,0,0,2017-06-05,GLOBALLAYER- NL,49453,2780,None
mars,DE,539,13,136.243.1.156,europa.rz.verloren-im.net,19901,None,0,0,1,0,0,0,1,1,0,Tor 0.3.0.9 on Linux,0,0,2016-05-11,HETZNER-AS- DE,24940,5330,None
Unnamed,GR,539,352,178.128.1.158,178.128.1.158,443,None,0,0,1,1,0,1,1,1,1,Tor 0.2.9.16 on Linux,0,0,2018-09-09,DIGITALOCEAN-ASN - DigitalOcean- LLC- US,14061,2530,None
angeltest9,RO,538,343,185.158.248.65,mta3.shakeinbids.com,443,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2018-09-06,M247- GB,9009,3200,None
2livebrew,LU,537,10,104.244.77.111,104.244.77.111,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.3.7 on DragonFly,0,0,2018-08-12,PONYNET - FranTech Solutions- US,53667,2300,None
FreeBogatov,FR,537,15,82.251.109.9,lns-bzn-54-82-251-109-9.adsl.proxad.net,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.3.4.8 on Linux,0,0,2012-03-27,PROXAD- FR,12322,6920,None
Judgement,RU,537,575,94.242.57.2,tor-exit.becquerel.org,9001,None,0,1,1,0,0,1,1,1,0,Tor 0.2.4.27 on Linux,0,0,2014-10-05,FISHNET-AS- RU,43317,930,None
Watchtower2,US,537,631,66.228.39.83,li289-83.members.linode.com,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.9.9 on Linux,0,0,2015-10-30,LINODE-AP Linode- LLC- US,63949,1900,None
ForJusticeDammit,DE,536,1221,5.9.68.49,static.49.68.9.5.clients.your-server.de,8443,None,0,0,1,0,0,1,1,1,0,Tor 0.3.3.9 on Linux,0,0,2018-07-07,HETZNER-AS- DE,24940,1650,None
ratcliff,NL,536,87,93.158.216.142,abelohost-142.216.158.93.dedicated-ip.abelons.com,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2016-02-03,SERVERIUS-AS- NL,50673,2190,None
Unnamed,DE,536,68,37.200.98.117,j32098.servers.jiffybox.net,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.7.6 on Linux,0,0,2017-01-19,GD-EMEA-DC-CGN1- DE,34011,1670,None
2propstor,US,535,248,69.62.162.178,178.162-62-69.ftth.swbr.surewest.net,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2014-06-06,SUREWEST - Consolidated Communications- Inc.- US,14051,1970,None
gufoe,FR,535,1201,51.254.38.147,gufoe.it,9001,None,0,0,1,0,0,1,1,1,1,Tor 0.2.9.15 on Linux,0,0,2017-07-11,OVH- FR,16276,1550,None
chieBiT0,RU,534,1756,176.32.33.221,176.32.33.221,9443,None,0,0,1,1,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2018-05-28,ASBAXET- RU,51659,2780,None
LiCi01,US,534,1720,216.150.65.94,216.150.65.94,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.3.3.9 on FreeBSD,0,0,2018-06-07,EZZI-101-BGP - Access Integrated Technologies- Inc.- US,15149,2000,None
ServerHome,RU,534,1272,80.234.44.81,44.234.80-81.samtel.ru,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-01-22,ROSTELECOM-AS- RU,12389,2910,None
raisinggazorpazorp,CA,532,5,45.62.253.113,raisinggazorpazorp,443,80,0,1,1,1,0,1,1,1,1,Tor 0.3.2.9 on Linux,0,0,2016-10-18,CANAD-86-31798 - DataCity- CA,31798,2280,None
Tortue,NL,532,184,145.132.191.48,static-145.132.191.48.ip.telfort.nl,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2018-09-15,KPN This macro reflects our filtering-policy on- NL,1136,5070,None
Unnamed,CA,532,2041,64.137.236.236,x3.0pt.pw,9001,None,0,0,1,1,0,1,1,1,1,Tor 0.2.9.14 on Linux,0,0,2017-12-15,CANAD-86-31798 - DataCity- CA,31798,4570,None
torrunner3345,CA,531,167,198.27.64.215,ns509137.ip-198-27-64.net,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2015-09-24,OVH- FR,16276,4540,None
tptor,RU,531,97,91.198.212.250,host-250.apriko.ru,9001,None,0,0,1,0,0,0,1,1,1,Tor 0.3.1.9 on Linux,0,0,2018-01-09,GARS-AS Moscow- Russia- RU,31261,2350,None
yaudepoele,FR,531,428,5.51.106.108,static-5-51-106-108.ftth.abo.bbox.fr,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.9.16 on Linux,0,0,2016-04-04,ASN-BOUYGTEL-ISP- FR,5410,1800,None
severalwdadwajunior,FR,529,12311,46.105.121.81,49.reverse.okayservers.com,48596,4545,0,0,1,0,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2017-05-02,OVH- FR,16276,1370,None
UbuntuCore242,SE,529,66,213.158.51.166,213.158.51.166,46729,None,0,0,1,0,0,0,1,1,1,Tor 0.3.2.12 on Linux,0,0,2018-06-28,VIKINGTECH- SE,44813,2560,None
Unnamed,CZ,529,3867,185.32.160.22,185-32-160-22.pool.anafra.net,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2015-11-16,MASTER-AS Czech Republic / www.master.cz- CZ,24971,1330,None
Grocore,UA,528,304,109.254.86.54,ip-109-254-86-54.eq.dec.net.ua,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2018-07-17,DEC-AS- UA,20590,2660,None
torstejaude,DE,527,2371,178.63.116.157,tor.stejau.de,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.5.16 on Linux,0,0,2014-07-02,HETZNER-AS- DE,24940,3680,None
RMB2,DE,526,10,91.8.208.170,p5B08D0AA.dip0.t-ipconnect.de,80,9040,0,0,1,0,0,0,1,1,1,Tor 0.2.9.15 on Linux,0,0,2016-07-28,DTAG Internet service provider operations- DE,3320,2380,None
